	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	feminicidio_case
11292	6066f3367542fb0dd7f9e199	6066efdd602993808cbd3933	6064ca7bc6f11f34e1f40184	IAH-20160322031702-00413-p84.arquivo.pt	e766ea29f85b75dd562b7ca27e84d7ca	https://arquivo.pt/noFrame/replay/20160322062359/http://www.dn.pt/globo/africa/interior/bombista-suicida-mata-mulher-e-crianca-em-igreja-catolica-2786148.html	2012-09-23 11:55:00	Bombista suicida mata mulher e criança em igreja católica	['Global Media Group']	Pub  Uma mulher e uma criança morreram e 48 outras pessoas ficaram gravemente feridas na explosão provocada hoje por um bombista suicida junto a uma igreja católica no norte da Nigéria, indicou a Cruz Vermelha.  O ataque visava a igreja católica de São João na cidade de Bauchi, onde rigorosas medidas de segurança tinham sido tomadas após uma série de atentados à bomba contra igrejas pelo grupo islamista Boko Haram.  Os fiéis estavam a ser revistados em frente à igreja quando o suicida se aproximou, forçando, com a viatura que conduzia, a passagem entre a multidão que aguardava para assistir à missa, disse à France Presse o responsável da Cruz Vermelha no estado de Bauchi, Adamu Abubakar.  "Temos três feridos no total - o bombista, uma mulher e uma criança. Quarenta e oito outras pessoas ficaram gravemente feridas na explosão", acrescentou, adiantando que a igreja não ficou danificada.  A cidade de Bauchi foi no passado alvo de ataques por parte do grupo Boko Haram, considerado responsável pela morte de mais de 1.400 pessoas desde 2010.  A 03 de junho, um bombista suicida fez explodir uma viatura armadilhada numa igreja de Bauchi, matando pelo menos 15 pessoas e fazendo dezenas de feridos, num ataque posteriormente reivindicado pelo Boko Haram.  Os ataques contra igrejas católicas ao domingo, à hora da missa, eram quase semanais nos primeiros meses deste ano, mas a violência abrandou nas últimas semanas.  Boko Haram declarou querer instaurar um Estado islâmico no norte da Nigéria, maioritariamente muçulmano, mas as suas reivindicações têm variado muito desde 2010.  A Nigéria, o país mais populoso e o maior produtor de petróleo de África, está dividido entre o norte maioritariamente muçulmano e o sul mais cristão.	diario_noticias	9	2016-03-22 06:23:59	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
5406	6066f3367542fb0dd7f9b84c	6066efdd602993808cbd0fe6	6064caccc6f11f34e1f4020e	IAH-20181129184707817-p84.arquivo.pt	e2b0355f34dee9263208d6c64725115e	https://arquivo.pt/noFrame/replay/20181129184819/https://www.dn.pt/mundo/interior/brasil-em-choque-com-imagens-de-marido-que-mata-a-mulher-9702092.html	2018-08-10 08:41:00	Brasil em choque com imagens de marido que mata a mulher	['Global Media Group']	O Brasil ainda está em choque depois das imagens das agressões de Luís Felipe Mainvailer, um biólogo e professor universitário, à mulher, a advogada Tatiane Spitzer, terem sido divulgadas pelas televisões nacionais do país. Ontem, Mainvailer foi formalmente acusado dos crimes de homicídio com quatro agravantes - meio cruel, dificultar a defesa da vítima, motivo torpe e feminicídio -, de cárcere privado e de fraude processual.  Tatiane, de 29 anos, foi encontrada morta na madrugada do dia 22 de julho, em Guarapuava, cidade do Paraná, depois de cair do quarto andar do prédio onde vivia com Mainvailer, de 32.  O marido foi detido naquela manhã após sofrer um acidente de automóvel a 340 quilómetros do local, próximo da fronteira com o Paraguai. No dia 31 de julho foi indiciado pela polícia por homicídio. Em depoimento negou a autoria do crime, sustentando que fora suicídio, e que o acidente de viação se deveu "à visão constante dela a jogar-se da varanda".  Fechar Subscreva as newsletters Diário de Notícias e receba as informações em primeira mão. Subscrever  Foi então que as imagens gravadas por câmaras de segurança do prédio foram tornadas públicas. Nelas, vê-se Mainvailer, que voltava de carro no início da madrugada da sua festa de aniversário, a agredir Tatiane ainda na viatura. Depois, as agressões e perseguições sucedem-se na garagem do edifício e no elevador. Mais tarde, já depois da queda do quarto andar que motivou a morte de Tatiane, o suspeito arrasta o corpo da mulher e tenta, visivelmente desesperado, limpar imagens de sangue do elevador.  O pai da vítima relatou indícios de agressões noutras ocasiões. Uma amiga mostrou à polícia mensagens de Tatiane a queixar-se do comportamento do marido e a equacionar o pedido de divórcio. O irmão de Manvailer, no entanto, garante que o casamento era feliz.  A perícia realizada no local do crime constatou uma fratura no pescoço de Tatiane, o que pressupõe asfixia.  A defesa alerta para o facto de todas as teses levantadas serem, por enquanto, meramente especulativas e já pediu a transferência de Manvailer para atendimento psiquiátrico urgente, uma vez que o detido tentou o suicídio na cela.  Mais de 600 casos de violência doméstica por dia em 2017  De acordo com o Anuário Brasileiro de Segurança Pública, o Brasil teve registo de 221 238 casos de violência doméstica em 2017. Os números devem, contudo, ser ainda maiores, uma vez que vários órgãos regionais não forneceram dados ao Anuário.  Este conclui ainda que o número de mulheres vítimas de homicídio no ano passado foi de 4539, um aumento de 6,1% em relação a 2016. Destas, mais de 1100 foram vítimas de feminicídio.  O número de assassínio também bateu recordes no ano passado. Foram registadas 63 619 mortes violentas, um aumento de 2,9% em relação a 2016.  Em São Paulo	diario_noticias	11	2018-11-29 18:48:19	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
6792	6066f3367542fb0dd7f9c1f0	6066efdd602993808cbd198a	60648dfac6f11f34e1f3d676	IAH-20180318065712-01046-p84.arquivo.pt	6df111fbfbe38087fde28140288daec2	https://arquivo.pt/noFrame/replay/20180318073025/https://sol.sapo.pt/artigo/604416/brasil-vereadora-que-denunciava-homicidios-da-policia-e-assassinada-no-rio-de-janeiro-		Brasil. Vereadora que denunciava homicídios da polícia é assassinada no Rio de Janeiro	['Jornal Sol']	Uma das mais populares e mediáticas vereadoras do Rio de Janeiro foi assassinada com vários tiros na cabeça na madrugada portuguesa desta quinta-feira. Marielle Franco, do PSOL, seguia numa viatura com uma assessora que sobreviveu ao ataque e um motorista que também morreu alvejado. O homicídio foi aparentemente calculado com minúcia e levanta suspeitas por ocorrer num momento em que Marielle Franco protestava contra a violência da Polícia Militar.  #Sayhername Today we mourn Marielle Franco (1979-2018), Brazilian black woman, activist and member of Rio de Janeiro council by @PsolRio born at Maré favela who accused police officers of using heavy-handed tactics shot dead inside her car last night. #WomensHistoryMonth pic.twitter.com/3un6xHHs7T — Ana Lucia Araujo (@analuciaraujo_) March 15, 2018  A morte de Marielle Franco, a quinta vereadora mais votada no Rio, foi recebida com choque nacional e internacional. Esta quinta-feira preparavam-se grandes manifestações contra o seu homicídio e contra a violência da polícia nas favelas, um dos temas mais queridos a Marielle Franco, que apenas este fim de semana realizou protestos em alguns dos bairros mais pobres da cidade contra as operações militares e policiais na zona. “Parem de nos matar”, escreveu no Twitter.  O que está acontecendo agora em Acari é um absurdo! E acontece desde sempre! O 41° batalhão da PM é conhecido como Batalhão da morte. CHEGA de esculachar a população! CHEGA de matarem nossos jovens! pic.twitter.com/SrSycFE5Sl — Marielle Franco (@mariellefranco) March 10, 2018  A Polícia Militar do Rio de Janeiro está há cerca de um mês sob comando do exército e governo, num plano extraordinário de resposta à criminalidade nas favelas, que disparou pela altura do Carnaval. Esta quinta-feira, o ministro brasileiro da Justiça garantiu que nada vai mudar nas operações militares, mas pediu, assim como o presidente brasileiro Michel Temer, uma investigação rigorosa ao assassinato. “Foi um ato de extrema cobardia”, disse o presidente.  A especulação, no entanto, apoderou-se com força do debate sobre o homicídio de Marielle Franco. A assessora, que sobreviveu ao ataque, contou à polícia que o assassinato foi levado a cabo por dois homens armados, encapuzados e saídos de um carro com vidros negros fumados, o que parece sugerir um homicídio premeditado. As suspeitas recaem sobre grupos polícias que formam milícias ilegais nas favelas para fazerem segurança privada.	sol	13	2018-03-18 07:30:25	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
8386	6066f3367542fb0dd7f9cc2e	6066efdd602993808cbd23c8	606490c2c6f11f34e1f3db25	IAH-20170719205816-00334-p84.arquivo.pt	2456238b678efd9def95aa7c6186e19a	https://arquivo.pt/noFrame/replay/20170719224501/http://www.jn.pt/mundo/interior/amp/homem-descreve-como-foi-ouvir-por-telefone-a-mulher-a-ser-assassinada-8645441.html		Britânico ouviu por telefone a mulher a ser assassinada	[]	Inglaterra Britânico ouviu por telefone a mulher a ser assassinada  Daniel Cross estava a 300 quilómetros de casa, numa viagem de trabalho, quando a mulher o contactou assustada a dar conta de um invasor em casa, em Hertfordshire, no sul da Inglaterra. Pouco tempo depois, o homem de 40 anos ouviu o ataque que provocou a morte da mulher.  Era dia 14 de setembro de 2015. Daniel Cross saíra de manhã cedo para uma viagem de trabalho. Pouco depois das 21 horas, recebeu uma mensagem da esposa a pedir que lhe ligasse urgentemente, relembrou o britânico ao "The Sun".  "O meu coração 'parou'. Quando liguei para o telefone de casa, ela disse-me que um homem andava por volta da casa e a esmurrar o carro", descreveu o homem. A polícia já tinha estado no local, após uma chamada de Nicola Cross, mas o invasor continuou a circundar a casa. Foi nessa altura que Nicola decidiu alertar o marido.  Mantendo-se em linha com a esposa no telemóvel, conseguiu ouvi-la a tentar acalmar o invasor. "Ouvi-a a gritar e a implorar pela sua vida. Depois disso, ficou silêncio", explicou.  Ainda em chamada, Daniel ouviu o filho de cinco anos a chorar ao lado da mãe, a implorar que ela acordasse.  "Tudo naquela noite foi uma história de terror. Eu fui incapaz de protegê-los quando eles precisaram de mim. Fiquei devastado, a chorar e a tremer", descreveu ao "The Sun".  Um tribunal estabeleceu que o invasor, Marcin Porczynski, um mecânico de automóveis de 25 anos, sofria de esquizofrenia e, na altura, terá ouvido vozes a dizer-lhe para raptar os filhos de Daniel e Nicola.  Após esfaquear a mulher de 37 anos, o mecânico tentou retirar as duas crianças da casa, sem sucesso. Quando a polícia chegou ao local, o homem ainda estava na casa. O jovem foi detido indefinidamente num hospital psiquiátrico.  No julgamento ao jovem de 25 anos, Daniel leu uma declaração. "Eu não consigo conceber felicidade futura, não consigo ver qualquer fim para este trauma sem ser aquele que virá com o fim da minha vida", lia-se na declaração, citada pelo jornal "The Guardian".  "Quando Marcin Porczynski matou a Nik, ele matou uma pessoa, mas destruiu a vida de muitas outras", leu o marido da vítima, em tribunal. Nicola e Daniel estavam juntos desde 2004.	jornal_noticias	9	2017-07-19 22:45:01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
4237	6066f3367542fb0dd7f9b15a	6066efdd602993808cbd08f4	60659963c6f11f34e1f49a61	IAH-20190312044805023-p84.arquivo.pt	8b708b6ad1a6eb540e1d1aba2e6e3088	https://arquivo.pt/noFrame/replay/20190312045048/https://sol.sapo.pt/artigo/649135/bruno-garcia-matou-a-mulher-porque-achava-que-o-seu-lugar-era-em-casa		Bruno Garcia matou a mulher porque achava que o seu lugar era em casa	['Jornal Sol']	Homem matou a mulher, com quem tinha estado 12 anos e com quem tinha dois filhos. Os casos de violência doméstica que acabam em morte parecem não ter fim.  No dia em que assinala o luto nacional pelas vítimas destes crimes, o Notícias ao Minuto ‘traz’ uma história que se passou em França, mas que podia ter sido cá - desde o início do ano já morreram 12 mulheres em Portugal, a vítima mais recente foi noticiada esta quarta-feira.  Uma amiga de Julie, uma mulher de 34 anos alvejada mortalmente pelo ex-companheiro no passado domingo, contou ao Notícias ao Minuto que a relação entre os dois há muito que era conturbada.  A companheira de Bruno Garcia, que apesar do nome aparentar ser português terá nacionalidade francesa, era "completamente apaixonada" por ele, apesar dos maus-tratos que começaram por ser psicológicos, mas que rapidamente escalaram para os físicos.  "As agressões viriam mais tarde", explicou a mesma fonte, acrescentando que Julie se queixava frequentemente que vivia numa "prisão dourada".  Para a amiga de Julie, Bruno Garcia acreditava que o lugar da mulher era em casa, a tratar do lar e das crianças – o casal tinha dois filhos, um de oito e outro de dez anos -, a discussão podia começar com algo tão simples como um copo fora do sítio.  "Ele não queria que ela trabalhasse. Ela só pôde arranjar trabalho quando saiu de casa. Ela dedicou os últimos 10 anos, desde o nascimento do filho mais velho, a eles os três. Toda a sua vida girava em torno deles", referiu ainda a amiga, citada pelo mesmo site.  Bruno Garcia terá expulsado a mulher de casa várias vezes, durante a relação de 12 anos do casal, a última ordem de saída ocorreu em setembro passado e Julie decidiu não voltar.  Os filhos ficaram com o pai, mas o casal estaria atualmente a negociar um acordo paternal, até que Bruno Garcia surpreendeu Julie com uma arma, perto da casa onde agora vivia.  O homem está agora detido, após ter-se entregado às autoridades, a quem confessou o homicídio.	sol	14	2019-03-12 04:50:48	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
1285	6066f3367542fb0dd7f99d63	6066efdd602993808cbcf4fd	6065abeec6f11f34e1f4a5be	WEB-20191118003807110-p84.arquivo.pt	15bd4d2d7bec92ccaae592200768e093	https://arquivo.pt/noFrame/replay/20191118003920/https://www.dn.pt/desportos/amp/bruno-o-guarda-redes-que-matou-a-ex-namorada-voltou-ao-futebol-em-regime-semiaberto-11376432.html		Bruno, o guarda-redes que matou a ex-namorada voltou ao futebol em regime semiaberto	[]	O guardião brasileiro brilhava no Flamengo quando em 2010 foi preso pelo homicídio de Eliza Samúdio e condenado a mais de 20 anos de prisão. Neste fim de semana assinou pelo Poço de Caldas, da II Divisão mineira, e até jogou num particular.  Bruno com a camisola do Poço de Caldas FC, o seu atual clube.  Bruno Fernandes das Dores de Souza era o guarda-redes titular do Flamengo, aos 25 anos uma das grandes promessas do futebol brasileiro, apontado à seleção canarinha, e até chegou a entrar no radar do Benfica. Mas em 2010 tudo se desmoronou. O guardião foi acusado de ser o mandante da morte de Eliza Samudio, uma modelo brasileira com quem tinha mantido uma relação extraconjugal, da qual nasceu um filho, foi detido e condenado a prisão efetiva de 22 anos e três meses por homicídio, ocultação de cadáver e sequestro. A pena, após vários recursos, foi reduzida em 2017 para 20 anos e nove meses.  A juíza considerou na altura o assassínio como uma trama diabólica com detalhes sórdidos, que envolveu ainda a mulher do guarda-redes, um primo (cujo depoimento foi decisivo para a acusação), um amigo e um polícia. Foram encontrados vestígios de sangue num carro e numa casa de Bruno, mas o corpo jamais apareceu. De acordo com o que foi escrito na acusação, terá sido esquartejado e dado aos cães. O Flamengo tomou imediatamente medidas e logo que o jogador foi preso despediu-o através de um telegrama enviado para a prisão.  Nove anos depois desta sórdida história, e atualmente com 34 anos, Bruno de Souza está de regresso ao futebol. E no passado fim de semana foi finalmente apresentado como novo jogador do Poço de Caldas FC (clube que atua na II Divisão do campeonato mineiro), ele que atualmente cumpre prisão em regime semiaberto, e que só depois de ter autorização da justiça brasileira pôde deslocar-se para ser anunciado - a apresentação chegou a estar agendada para 25 de setembro, mas foi adiada precisamente porque Bruno não tinha autorização para viajar de Varginha, onde reside, para Poço de Caldas.  Durante a apresentação, os jornalistas foram impedidos de fazer perguntas relacionadas com o homicídio. "Acho que as pessoas esperam o mesmo guarda-redes que atuou no Flamengo, no Corinthians, no Atlético-MG. Faço disso um desafio, e apenas o dia-a-dia, o trabalho diário, através da minha vontade, da força de vontade, vai mostrar onde eu posso chegar. Ainda tenho muita lenha para queimar. Há jogadores aí hoje chegando aos 40, tenho 34, e jogando na posição de guarda-redes ajuda", disse.  Neste mesmo dia da apresentação, Bruno teve a possibilidade de voltar a estar entre os postes. A equipa jogava um particular com o Independente, um clube amador, e o guarda-redes, depois de ter visto a primeira parte nas bancadas, equipou-se, pôs a braçadeira de capitão e foi colocar-se na baliza para os seus primeiros 45 minutos depois de muitos anos.  Apesar de ter sido contratado em agosto, só neste último fim de semana foi apresentado como reforço. E Bruno não vai para já poder representar a equipa a nível oficial, devido a questões judiciais, até porque nem sequer está autorizado a mudar de cidade. A ideia é treinar na cidade onde reside com um personaltrainer e juntar-se aos colegas de equipa assim que a justiça o permitir. O guarda-redes espera que pelo menos três vezes por semana isso possa acontecer.  "Pela primeira vez pude sair de Varginha. Ali sinto-me praticamente em casa. Da mesma forma que eu consegui conquistar aquelas pessoas, tenho certeza de que, se as pessoas me derem essa oportunidade de estar aqui em Poços de Caldas, tenho certeza de que a partir do momento que passarem a conhecer o Bruno mais de perto, ver o ser humano que é, tenho a certeza de que pode mudar a forma de pensar de muita gente. Vou ter uma grande oportunidade de mostrar este novo eu", referiu.  Bruno foi anunciado como reforço do Poço de Caldas FC em agosto. E nas redes sociais os adeptos dividiram-se entre os que estavam contra e os que estavam a favor, mas maioritariamente a decisão não foi bem acolhida. O clube, contudo, decidiu manter a aposta, ao contrário do que aconteceu em 2017, quando o Boa Esporte, de Minas Gerais, decidiu contratar o guarda-redes numa altura em que Bruno tinha recebido um habeascorpus. Mas a polémica nas redes sociais foi tanta que, aliado ao facto de os patrocinadores terem ameaçado deixar de apoiar o clube, o Boa Esporte decidiu desistir da contratação.  Nessa altura foi até criado um movimento contra a contratação de Bruno que reuniu milhares de seguidores no Facebook. "Um feminicida não pode continuar a ter uma vida aclamada pelos media. Bruno deixou de ser apenas um guarda-redes, a sua imagem e a sua fama carregam a prontidão de se aliviar violência de género, a facilidade de esquecer a vida de uma mulher em detrimento do trabalho num desporto reconhecido", podia ler-se na espécie de manifesto.  Bruno deixou a prisão de Varginha no dia 19 de julho deste ano, depois de a 1.ª Vara Criminal e de Execuções Penais da Comarca da cidade ter concedido ao jogador a possibilidade de cumprir o restante da pena em regime semiaberto, em casa. Mas foram-lhe aplicadas algumas condicionantes, como o facto de ser obrigado a permanecer na residência entre as 20.00 e as seis da manhã, incluindo fins de semana e feriados. Além disso terá de se apresentar mensalmente ao tribunal para dar conta de todas as suas atividades, ficando também obrigado a cumprir serviço numa entidade pública de pelo menos sete horas semanais. Em outubro de 2018, Bruno já tinha beneficiado de um regime idêntico, mas voltou para a prisão depois de ter sido apanhado num bar num horário em que estava expressamente proibido de sair de casa.	diario_noticias	15	2019-11-18 00:39:20	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
5428	6066f3367542fb0dd7f9b869	6066efdd602993808cbd1003	6065f4f8c6f11f34e1f4cea0	IAH-20181128041914466-p84.arquivo.pt	74094849df46f4250629d5d41d0e857a	https://arquivo.pt/noFrame/replay/20181128042005/https://www.jn.pt/seguranca/interior/caca-ao-homem-que-matou-a-sogra-e-a-tia-e-feriu-a-filha-e-a-ex-mulher-3818526.html	2014-04-17 17:43:00	Caça ao homem que matou a sogra e a tia e feriu a filha e a ex-mulher	['Global Media Group', 'Foto', 'Rui Manuel Ferreira Global Imagens']	17 Abril 2014 às 17:43 Facebook  Twitter  PJ, PSP e GNR lançaram uma "caça ao homem" que, esta quinta-feira, disparou sobre quatro mulheres, em Valongo dos Azeites, S. João da Pesqueira. Duas morreram, uma está em estado grave e outra tem ferimentos numa perna.  As vítimas mortais são a sogra e a tia do presumível agressor, a primeira com cerca de 80 anos e a segunda com uma idade entre os 50 e os 60 anos. O indivíduo feriu ainda a ex-mulher e a filha.  A filha foi transportada de helicóptero para o Hospital de Coimbra, disse o comandante dos bombeiros locais.  Depois de consumar o crime junto à casa da ex-mulher, o homem, de 61 anos, deslocou-se à casa onde habita, pondo-se de seguida em fuga.  O agressor estava sujeito à medida de coação de pulseira eletrónica e proibido de contactar a sua ex-mulher, desde outubro do ano passado, devido a um processo de violência doméstica.  Segundo Paulo Esteves, comandante dos bombeiros locais, os bombeiros receberam o alerta às 16.10 horas "para uma paragem respiratória". "Mas quando chegámos ao local deparámo-nos com mais três feridas", contou, acrescentando que os bombeiros ainda realizaram os procedimentos de Suporte Básico de Vida para tentar salvar a tia, mas sem êxito.	jornal_noticias	18	2018-11-28 04:20:05	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
12334	6066f3367542fb0dd7f9e7f3	6066efdd602993808cbd3f8d	60651b88c6f11f34e1f44660	IAH-20150918170151-00010-p84.arquivo.pt	adfef3814ea0db873c4e1aabb043c48e	https://arquivo.pt/noFrame/replay/20150918190623/http://www.publico.pt/multimedia/video/caldas-da-rainha-homem-mata-antiga-companheira-20159181710184		Caldas da Rainha: homem mata antiga companheira	[]	Ao atingir o limite de artigos do Público Online mostrou como é importante para si a excelência e qualidade do jornalismo em Portugal.  Assine já e leia o Público durante 8 semanas por apenas 0,99€. Já é assinante? Inicie a sessão	publico	7	2015-09-18 19:06:23	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
6034	6066f3367542fb0dd7f9bd03	6066efdd602993808cbd149d	6064848bc6f11f34e1f3ceec	IAH-20180919181721137-p84.arquivo.pt	03e743835afd84a6eabb579f678c0d11	https://arquivo.pt/noFrame/replay/20180919181728/https://www.publico.pt/2018/09/18/desporto/noticia/campea-europeia-de-golfe-amador-encontrada-morta-num-campo-1844366/amp	2018-09-18 00:00:00	Campeã europeia de golfe amador assassinada nos EUA	[]	A golfista espanhola Celia Barquín Arozamena foi encontrada morta num campo de golfe do Iowa, nos Estados Unidos, onde estudava. A golfista de 22 anos era campeã da Europa na categoria de Golfe Individual Amador Feminino. De acordo com as autoridades norte-americanas terá sido assassinada.  Celia Barquín Arozamena era ainda Desportista do Ano na Universidade de Iowa, onde estudava Engenharia Civil.  O corpo foi encontrado durante a manhã de segunda-feira, no campo de golfe de Coldwater Links, e tinha marcas de agressões físicas, conta a imprensa norte-americana. A polícia avança que não terá resistido "a um ataque", escreve o El Mundo.  PUB A carregar...  A polícia norte-americana já deteve o principal suspeito, um norte-americano de 22 anos com um historial criminal. Collin Daniel Richards está a ser acusado de homicídio em primeiro grau. O homem foi detido ao final da noite de segunda-feira.  As motivações do crime não são conhecidas, mas Collin Daniel Richards tinha sido anteriormente condenado por episódios violentos, inclusive de intimidação com recurso a arma perigosa. Em 2015, tinha tentado roubar duas bebidas energéticas de uma estação de combustível. Quando foi encontrado ameaçou voltar com uma arma de fogo. Dois anos depois, em 2017, foi detido por invadir a casa dos avós, deixando um rasto de destruição e prejuízos.  A directora da Universidade de Iowa, Wendy Winterstenn, emitiu um comunicado lamentando o incidente e evocando uma “jovem talentosa e uma estudante e atleta aclamada”.	publico	8	2018-09-19 18:17:28	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
10493	6066f3367542fb0dd7f9dbe1	6066efdd602993808cbd337b	606490b5c6f11f34e1f3db00	IAH-20160616203614-59296-p81.arquivo.pt	9bfd474682404082e66161f2d7f44b4a	https://arquivo.pt/noFrame/replay/20160616212521/http://www.jn.pt/cultura/interior/cantora-assassinada-apos-concerto-5222725.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+JN-ULTIMAS+%28JN+-+Ultimas%29	2016-06-11 11:02:00	Cantora assassinada após concerto	['Global Media Group']	11 Junho 2016 às 11:02 Facebook  Twitter  Partilhar  Christina Grimmie, que se tornou numa estrela nos EUA depois de ter participado no programa "The Voice", foi assassinada a tiro na sexta-feira em Orlando, Florida, após um concerto.  Com 22 anos, Grimmie tinha atuado com o grupo Before You Exit na Plaza Live Orlando, onde permaneceu para dar autógrafos, quando um homem armado com duas pistolas disparou sobre a cantora, relata a polícia.  "É com profundo pesar que confirmamos que Christina Grimmie, @TheRealGrimmie, morreu devido aos seus ferimentos", refere o Departamento da Polícia de Orlando, na sua conta na rede social Twitter.  A mesma fonte conta ainda que "o irmão de Christina imediatamente se insurgiu contra o suspeito, que disparou e suicidou-se".  A identificação do atirador e o motivo do ataque permanecem ainda desconhecidos.  "Não sabemos se ele era apenas um fã maluco que a seguia no Twitter ou nas redes sociais", disse o porta-voz policial, Wanda Miglio, em conferência de imprensa, classificando o evento como "muito trágico".  Grimmie foi levada para o centro médico regional de Orlando.  Tinha disputou a sexta temporada do concurso televisivo "The Voice", em 2014, e tinha lançado o seu primeiro EP ('extended play', um CD com menos músicas do que um álbum) 'Find Me' em 2011.	jornal_noticias	4	2016-06-16 21:25:21	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
12189	6066f3367542fb0dd7f9e6ea	6066efdd602993808cbd3e84	6064ca35c6f11f34e1f4015a	IAH-20151019034554-00287-p84.arquivo.pt	2d3f3d650dcefd7371649775165c9e82	https://arquivo.pt/noFrame/replay/20151019050033/http://www.dn.pt/portugal/centro/interior/capotamento_de_trator_mata_mulher_de_62_anos_2815999.html	2012-10-08 18:30:00	Capotamento de trator mata mulher de 62 anos	['Global Media Group']	Pub  O capotamento de um trator agrícola no concelho de Soure provocou hoje à tarde a morte a uma mulher de 62 anos e ferimentos ligeiros ao condutor do veículo, revelaram fontes dos bombeiros à Lusa.  O acidente ocorreu cerca das 15:00 num caminho agrícola da localidade de Casal dos Bacelos.  A vítima mortal é uma mulher com 62 anos e o ferido um homem com 66 anos que foi socorrido para o Hospital da Figueira da Foz, revelou uma fonte dos Bombeiros Voluntários de Soure.	diario_noticias	8	2015-10-19 05:00:33	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
5783	6066f3367542fb0dd7f9bac5	6066efdd602993808cbd125f	6065f932c6f11f34e1f4d01e	IAH-20181018030408768-p84.arquivo.pt	633f7c58c9abfcc9395ab16b9b67b2ab	https://arquivo.pt/noFrame/replay/20181018030429/https://www.cmjornal.pt//portugal/detalhe/alerta-cm--capturado-homem-que-matou-mae-com-martelo-em-viseu		Capturado homem que matou mãe com martelo em Viseu	['Correio Da Manha']	Um outro filho da vítima tinha dado o alerta às autoridades.  14.10.18  O homem de 37 anos que terá assassinado a mãe, de 75, ao que tudo indica com um martelo, porque ela não lhe financiou o vício da droga, em Santarinho, Viseu, foi este domingo capturado pelas autoridades.    O corpo de Alice foi encontrado este sábado ao início da noite por um outro filho, José Fernando, de 52 anos. "Já suspeitava que algo acontecesse mais tarde ou mais cedo. Quem fez isto que pague", disse o homem ao CM. A mulher já estaria morta desde 4ª feira.	correio_manha	9	2018-10-18 03:04:29	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
11267	6066f3367542fb0dd7f9e179	6066efdd602993808cbd3913	6065f9b9c6f11f34e1f4d07b	IAH-20160326223302-00265-p84.arquivo.pt	783ad9468fc88d0d9d1b372b45ff3921	https://arquivo.pt/noFrame/replay/20160327013154/http://www.sol.pt/noticia/389174/Cascais-Vai-continuar-preso-o-jovem-que-aos-16-anos-matou-mae-a-facada		Cascais. Vai continuar preso o jovem que aos 16 anos matou mãe à facada	['Jornal Sol']	Sociedade  Tribunal da Relação de Lisboa (TRL) manteve a pena de 17 anos de prisão aplicada a um jovem que, em 2013, esfaqueou mortalmente a mãe, no concelho de Cascais, disse hoje à agência Lusa fonte daquele órgão.  O arguido, à data do crime com 16 anos, foi condenado a 17 anos de cadeia pelo Tribunal de Cascais por ter matado a mãe, a 05 de Novembro de 2013, com várias facadas, na casa onde residiam, em São Domingos de Rana, na sequência de uma discussão.  Contactado pela Lusa, o advogado do jovem, que interpôs recurso para o TRL, disse que este tribunal superior confirmou, por acórdão de 22 de Abril, a pena aplicada pelo de primeira instância, adiantando que vai recorrer desta decisão para o Supremo Tribunal de Justiça.  Para Luís Carreira Graça, "é incompreensível e inaceitável" que, quer o tribunal de Cascais, quer a Relação de Lisboa, não tenham aplicado o regime especial para jovens - previsto na lei para arguidos dos 16 aos 21 anos -, o qual iria permitir que a moldura penal aplicável nestes casos fosse substancialmente inferior.  O advogado acrescentou que o próprio Ministério Público, que também recorreu para o TRL, defendeu a aplicação deste regime especial neste processo.  O jovem, hoje com 18 anos, encontra-se detido no Estabelecimento Prisional do Linhó, Alcabideche, em Cascais.  Lusa/SOL	sol2	14	2016-03-27 01:31:54	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
