Unnamed: 0	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	feminicidio_case	country	region	lat	lon
980	6066f3367542fb0dd7f99b2a	6066efdd602993808cbcf2c4	60651845c6f11f34e1f443a2	WEB-20191209004604864-p84.arquivo.pt	bbfb95a143707edb96fd7196b1bd7315	https://arquivo.pt/noFrame/replay/20191209004630/https://www.jn.pt/mundo/homem-mata-a-mulher-e-publica-fotografia-do-corpo-no-facebook-3364742.html	2013-08-09 14:28:00	Homem mata a mulher e publica fotografia do corpo no Facebook	['Global Media Group']	"09 Agosto 2013 às 14:28 Facebook  Twitter  Partilhar  Um homem entregou-se às autoridades em Miami, nos Estados Unidos, depois de matar a mulher a tiro e de publicar uma fotografia do cadáver no Facebook.  Natural da Florida, Derek Medina, de 31 anos, matou a sua esposa, Jeniffer Alfonso, de 26 anos, durante uma discussão onde ela terá anunciado o fim da relação, na quinta-feira. No seguimento de agressões físicas entre o casal e depois de Jeniffer ter ameaçado o marido com uma faca de cozinha, Derek disparou a arma fatalmente.  Depois de cometer o crime, Medina entregou-se às autoridades. A polícia seguiu então para a residência da família, em Miami, Florida, onde encontraram o corpo de Jeniffer Alfonso. Na habitação também estava a filha de Derek, de dez anos, ilesa.  Segundo consta, antes de se entregar à polícia, Derek Medina publicou no Facebook uma fotografia do corpo da mulher. Na imagem, o corpo aparecia como se tivesse caído para trás, as pernas viradas para lados opostos e sangue a escorrer do seu braço esquerdo e do rosto. A mensagem ""Descansa em paz, Jeniffer Alfonso"" acompanhava a publicação.  ""Vou para a prisão ou ser condenado à morte por ter assassinado a minha mulher. Adoro-vos. Vou sentir a vossa falta. Tenham cuidado, pessoal do Facebook. Vão ver-me nas notícias"", escreveu Medina, minutos antes de publicar a fotografia.  A imagem esteve online durante mais de cinco horas, até ser removida pela administração da rede social, durante a tarde de quinta-feira.  ""O conteúdo foi denunciado"", declarou uma porta-voz do Facebook à agência Associated Press. ""Agimos através da remoção do conteúdo e do bloqueio do perfil"", acrescentou, alegando que todas as publicações que desrespeitem os termos da rede social, publicados na página, são removidos.  A relação de Derek e Jeniffer era bastante instável, como confirmaram os registos públicos. Casados pela primeira vez em janeiro de 2010, o casal divorciou-se dois anos depois, em fevereiro de 2012. Três meses depois da separação, reconciliaram-se novamente e casaram pela segunda vez.  Derek Medina ocupava era supervisor de uma empresa de gestão de propriedade, de acordo com as informações publicadas no seu perfil. Na noite de quarta-feira, tinha publicado fotografias da família a jantar junto a uma marina.  Segundo o registo policial de detenção de Medina, o homem não ligou para o número de emergência depois de cometer o crime. Antes de se entregar, visitou ainda alguns familiares de quem se despediu."	jornal_noticias	11	2019-12-09 00:46:30	False	False	False	False	True	True	True	1	United States	unknown	29.674494160000002	-88.28195772
11780	6066f3367542fb0dd7f9e48a	6066efdd602993808cbd3c24	6064d68ac6f11f34e1f41442	IAH-20151229230236-00286-p84.arquivo.pt	5a7dc94ad848f35d9a4e8cb6a1fd90ef	https://arquivo.pt/noFrame/replay/20151230004746/http://www.jn.pt/PaginaInicial/Justica/Interior.aspx?content_id=4953591	2015-12-26 11:03:00	Homem mata a mulher na noite de Natal	['Global Media Group']	A mulher terá morrido logo, enquanto o homem ainda foi encontrado com vida, tendo chegado a ser acionado o helicóptero [de transporte de doentes], mas [o ferido] acabou por falecer no local, perto da meia-noite, revelou fonte do Centro Distrital de Operações de Socorro (CDOS) de Viseu.  A filha menor, que estava em casa com uma avó, assistiu aos disparos, sem nada poder fazer.  A GNR esteve no local e a investigação do caso passou para a alçada da Polícia Judiciária de Vila Real.	jornal_noticias	8	2015-12-30 00:47:46	False	False	False	False	True	True	True	1	Portugal	Baixo Mondego	40.202010575	-8.361079560211632
8446	6066f3367542fb0dd7f9cc72	6066efdd602993808cbd240c	60651832c6f11f34e1f4437c	IAH-20170711215245-00429-p84.arquivo.pt	214f1606882dba6229ccfa21c3b39209	https://arquivo.pt/noFrame/replay/20170711223809/http://www.jn.pt/mundo/interior/amp/homem-mata-a-mulher-por-se-atrasar-a-fazer-o-jantar-8626177.html		Homem mata a mulher por se atrasar a fazer o jantar	[]	"Índia Homem mata a mulher por se atrasar a fazer o jantar  Foto Arquivo / Global Imagens  A polícia indiana deteve um homem de 60 anos suspeito de matar a mulher a tiro por se atrasar a fazer o jantar.  Segundo a BBC, citando a polícia indiana, Ashok Kumar chegou a casa embriagado no sábado à noite e começou a discutir com a esposa, Sunaina. Na sequência do conflito, o homem terá baleado mortalmente a mulher, que ainda foi transportada para o hospital, mas não resistiu aos ferimentos.  ""Ele costumava beber todos os dias. No sábado chegou a casa embriagado e começou a discutir com a mulher, que estava chateada com o vício do marido. Ele não queria falar e exigiu o jantar imediatamente. Ficou frustrado com o atraso e baleou-a"", confirmou a polícia indiana à BBC.  De acordo com a mesma fonte, Kumar confessou a autoria do homicídio às autoridades indianas mostrando arrependimento.  A violência doméstica é um dos crimes mais frequentes na Índia."	jornal_noticias	11	2017-07-11 22:38:09	False	True	False	False	True	True	True	1	India	Chhindwara	22.3511148	78.6677428
13126	6066f3367542fb0dd7f9ee89	6066efdd602993808cbd4623	606520a1c6f11f34e1f44a6f	IAH-20141030004239-00117-p14.arquivo.pt	875e6b7a1ac551e0078386be57f7db6e	https://arquivo.pt/noFrame/replay/20141030010022/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=4203917		Homem mata a tiro ex-mulher em Leiria	['Francisco Pedro']	O homicídio ocorreu num prédio da rua Álvaro Pires de Miranda, cerca das 11 horas, quando a mulher saía de casa para o restaurante em que trabalhava, na mesma rua.  A vítima, de 51 anos, deixa dois filhos maiores de idade, de relacionamento anterior.  Ao que o JN apurou, havia já um historial de violência doméstica entre o casal. O atual companheiro, desempregado, que estaria até proibido de se aproximar da vítima, não aceitava a separação.  Além da Polícia Judiciária, acorreram ao local PSP e elementos do Instituto Nacional de Emergência Médica.	jornal_noticias	8	2014-10-30 01:00:22	False	True	False	False	True	True	True	1	Portugal	Pinhal Litoral	39.7437902	-8.8071119
12694	6066f3367542fb0dd7f9eac2	6066efdd602993808cbd425c	60651d18c6f11f34e1f4470a	IAH-20150413000357-00114-p22.arquivo.pt	9591e675d7908a10a39cda46e8e766bf	https://arquivo.pt/noFrame/replay/20150413040201/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=3938717&seccao=Centro&page=-1		Homem mata companheira à facada no interior de clínica	['Global Media Group']	O crime terá ocorrido, pelas 10.00, numa clínica dentária, localizada na Rua Augusta, no centro de Lisboa. O agressor, de 39 anos, é marido da vítima. Foi detido no local pela PSP e será entregue à Polícia Judiciária (PJ) que está a investigar o caso.  De acordo com o INEM os serviços de emergência receberam a chamada de apelo ao socorro cerca das 10.00, para uma situação de agressão por arma branca, nomeadamente um múltiplo esfaqueamento no tórax e braços.  À chegada da ambulância, a vítima encontrava-se em paragem cardiorrespiratória pelo que lhe foram realizadas manobras de suporte básico de vida com desfibrilhador.  Posteriormente, aquando da chegada da equipa médica da viatura de emergência (VMER), proveniente do Hospital Francisco Xavier, foram novamente ministradas manobras avançadas, que não tiveram sucesso e foi registado o óbito no local.  Segundo o INEM, e uma vez que estavam no local várias testemunhas que assistiram ao incidente, os médicos decidiram acionar a presença de uma unidade móvel de intervenção psicológica de emergência para o local.  O incidente ocorreu na Rua Augusta, em Lisboa, embora o INEM não tenha confirmado se ocorreram na rua ou em alguma habitação.  Fonte policial adiantou à agência Lusa que o suspeito, de 39 anos, é o companheiro da vítima, ambos de nacionalidade brasileira.	diario_noticias	9	2015-04-13 04:02:01	False	False	False	False	True	True	True	1	Portugal	Grande Lisboa	38.7077507	-9.1365919
1967	6066f3367542fb0dd7f9a183	6066efdd602993808cbcf91d	60651df9c6f11f34e1f447d6	IAH-20190927231618761-p84.arquivo.pt	3694cf124f334ce4b552fbcf5325508c	https://arquivo.pt/noFrame/replay/20190927231705/https://www.cmjornal.pt/portugal/detalhe/homem-mata-companheira-com-tiro-de-cacadeira-e-suicida-se-em-cascais?ref=Cm%20ao%20Minuto_BlocoPremium1		Homem mata companheira com tiro de caçadeira e suicida-se em Cascais	[]	Para aceder a todos os Exclusivos CM do dia 28.09.2019, ligue para: 760 10 80 82* Tome nota do código e coloque-o abaixo » Mais informação sobre este serviço Número válido apenas para Portugal. Custo da chamada €0.60 + IVA Saiba mais sobre outros métodos de pagamento  Para aceder a todos os Exclusivos CM do dia 18-03-2019 insira o seu número de telemóvel e clique em OK Será enviada uma notificação para o seu telemóvel. Aceite a transacção na sua aplicação MB WAY. ok » Mais informação sobre este serviço Número válido apenas para Portugal. Custo da chamada €0.60 + IVA Saiba mais sobre outros métodos de pagamento  Eduardo Ferreira e a mulher, Cidália, não eram vistos desde a tarde de terça-feira.A carrinha BMW usada pelo construtor civil também não estava junto a casa, em Arroeiras, Igreja Nova, Mafra. Após alerta da família, os cadáveres foram encontrados esta quinta-feira de manhã, num local isolado próximo da Malveira da Serra, Cascais.< br />	correio_manha	12	2019-09-27 23:17:05	False	False	False	False	True	True	True	1	Portugal	West	39.01274994	-9.07534696280705
2256	6066f3367542fb0dd7f9a333	6066efdd602993808cbcfacd	6064c3b0c6f11f34e1f3ff9d	IAH-20190901190219929-p84.arquivo.pt	95743ae1087cc76bde9c8568b549762d	https://arquivo.pt/noFrame/replay/20190901190357/https://expresso.pt/sociedade/2019-08-18-Homem-mata-companheira-e-suicida-se-em-Famalicao	2019-08-18 00:00:00	Homem mata companheira e suicida-se, em Famalicão	[]	"Casal encontrado morto dentro de casa. Tudo aponta para um caso de violência doméstica.  Um casal foi encontrado morto em casa este domingo de manhã, em Gondiifelos, Famalicão. As autoridades policiais apontam para um caso de homicídio, seguido de suicídio, num ambiente de violência doméstica.  O homem, 61 anos, ex-emigrante na Venezuela, terá matado a tiro a companheira, 56 anos, suicidando-se de seguida, segundo informação de fonte da GNR. O alerta foi dado por volta das 9 horas da manhã por parte de um irmão da mulher que, estranhando o silêncio na casa decidiu entrar na vivenda do casal.  Quando os bombeiros chegaram o homem dava ainda sinais de vida, mas não resistiu aos ferimentos e morreu já na ambulância. A companheira terá tido morte imediata, após os disparos.  José e Otília, divorciados, viviam juntos na moradia em Gondifelos há alguns anos. As vítimas, segundo fonte policial, ""apresentam ferimentos consistentes com agressão com arma de fogo"". As duas mortes estão a ser investigadas pela Polícia Judiciária do Porto."	expresso	8	2019-09-01 19:03:57	False	True	False	False	True	True	True	1	Portugal	Ave	41.4065175	-8.5187481
16519	6066f3367542fb0dd7fa0581	6066efdd602993808cbd5d1b	60651e69c6f11f34e1f4483c	IAH-20101209203922-00041-p12.arquivo.pt	607a21db212614783432a5b96a94a8b6	https://arquivo.pt/noFrame/replay/20101209221717/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=6519		Homem mata companheira na estação da CP da Amadora	[]	Um homem esfaqueou a companheira de 32 anos em plena estação de caminhos-de-ferro da Amadora na passada sexta-feira. A vítima era mãe dos dois filhos do casal e o homicida já foi detido pela Polícia Judiciária.  O homem tem 39 anos, estrangeiro, foi já presente ao Tribunal da Comarca da Grande Lisboa, tendo ficado em prisão preventiva.  SOL	sol	9	2010-12-09 22:17:17	False	False	False	False	True	True	True	1	Portugal	Grande Lisboa	38.749470200000005	-9.224505404730063
2525	6066f3367542fb0dd7f9a4e2	6066efdd602993808cbcfc7c	60656439c6f11f34e1f4746e	IAH-20190801193920523-p84.arquivo.pt	e85551de7b7778103fda6ea8204dfe39	https://arquivo.pt/noFrame/replay/20190801194036/https://www.dn.pt/pais/interior/amp/homem-mata-duas-mulheres-e-falha-suicidio-10426394.html		Homem mata duas mulheres e suicida-se no Alandroal	[]	"Fonte da GNR de Évora revela que as vítimas têm cerca de 80 anos. A PJ está a investigar o caso  Imagem de arquivo © Fernando Fontes / Global Imagens  Um homem com idade com cerca de 80 anos assassinou a mulher e a cunhada, da mesma faixa etária, na manhã desta sexta-feira no monte de Terena, no concelho do Alandroal, em Évora.  De acordo com fonte da GNR de Évora contactada pelo DN, após matar as duas mulheres o homem terá depois tentado o suicídio, mas acabou por ser encontrado ainda com vida pelos agentes da GNR que foram chamados ao local. No entanto, acabou por não resistir aos ferimentos e acabou também por morrer.  O caso está a ser investigado pela Polícia Judiciária, que enviou alguns agentes para o local do crime.  As mulheres foram ""alvejadas com recurso a uma arma de fogo, uma pistola"", a mesma que o alegado homicida terá utilizado para se tentar suicidar, disse à agência Lusa fonte da GNR.  Para o local, foram mobilizados 16 operacionais, apoiados por sete veículos, dos bombeiros, da GNR e do Instituto Nacional de Emergência Médica (INEM), que enviou a ambulância de suporte imediato de vida (SIV) de Estremoz e a viatura médica de emergência e reanimação (VMER) do hospital de Évora."	diario_noticias	9	2019-08-01 19:40:36	False	False	False	False	True	True	True	1	Portugal	Alentejo Central	38.66161426666667	-7.801822866666668
7167	6066f3367542fb0dd7f9c4ce	6066efdd602993808cbd1c68	6065150fc6f11f34e1f44063	IAH-20180122005409-00587-p84.arquivo.pt	710d39f0e86654044a07179133619c8f	https://arquivo.pt/noFrame/replay/20180122011018/https://www.cmjornal.pt/mundo/detalhe/homem-mata-esposa-e-filha-bebe-devido-a-motivacoes-sobrenaturais?act=0&est=Aberto		Homem mata esposa e filha bebé por motivações sobrenaturais	[]	"Suspeito pegou num machado e atacou a esposa e a filha com vários golpes.  Por Lusa | 17.01.18  Um homem de 42 anos terá matado a esposa de 40 anos e a filha de dois meses no centro de Moçambique, justificando-se com motivações sobrenaturais, disse esta quarta-feira à Lusa fonte policial.  O homem pegou num machado e atacou a esposa e a filha com vários golpes, quando a mãe estava sentada com a bebé ao colo no quintal da casa onde residiam, no distrito de Macossa, província de Manica, na segunda-feira.  O casal vivia num clima tenso nos últimos dias, com frequentes discussões, violência verbal e física, um problema atribuído pelo agressor a maus espíritos implantados no lar pela esposa, disse à Lusa Elcidia Filipe, porta-voz do Comando da Polícia de Manica.  ""O homem procurou curandeiros e obteve um tratamento"" que apaziguou a relação ""durante um tempo"", acrescentou, mas ""após alguns dias, a violência cresceu até ao ponto em que ele recorreu a um machado para matar a esposa e filha"".  O homem ficou detido no comando da Polícia de Macossa, no norte de Manica, e ""deverá responder por duplo homicídio qualificado"", segundo a Polícia.  Após cometer os homicídios, o homem terá tentado suicidar-se, ateando fogo contra a sua casa de construção precária enquanto estava no interior, tendo sido socorrido pela Polícia.  ""Quando interrogado pela Polícia, insiste em dizer que estava fora de si, supostamente possuído por maus espíritos"", disse Elcidia Filipe.  O obscurantismo e a crença em rituais são causas frequentes de homicídios em Moçambique, bem como de perseguição a calvos e a albinos."	correio_manha	9	2018-01-22 01:10:18	False	True	False	False	True	True	True	1	Mozambique	Muanza	-18.878195050000002	34.56036828196478
1560	6066f3367542fb0dd7f99f00	6066efdd602993808cbcf69a	60651dfbc6f11f34e1f447d9	WEB-20191101011822445-p84.arquivo.pt	4c16b016cd712f738c7c0747c58c96d5	https://arquivo.pt/noFrame/replay/20191101011947/https://www.cmjornal.pt/portugal/detalhe/homem-mata-ex-companheira-por-ciume-apos-tres-anos-de-terror?ref=Modalidades_MaisVistasSite		Homem mata ex-companheira por ciúme após três anos de terror	[]	Para aceder a todos os Exclusivos CM do dia 01.11.2019, ligue para: 760 10 80 82* Tome nota do código e coloque-o abaixo » Mais informação sobre este serviço Número válido apenas para Portugal. Custo da chamada €0.60 + IVA Saiba mais sobre outros métodos de pagamento  Para aceder a todos os Exclusivos CM do dia 18-03-2019 insira o seu número de telemóvel e clique em OK Será enviada uma notificação para o seu telemóvel. Aceite a transacção na sua aplicação MB WAY. ok » Mais informação sobre este serviço Número válido apenas para Portugal. Custo da chamada €0.60 + IVA Saiba mais sobre outros métodos de pagamento  A descrição pormenorizada dos ferimentos sofridos por Vera Silva às mãos do ex-companheiro, Cláudio Quintas Dias, ocupa três páginas inteiras do despacho do Ministério Público, a que oteve acesso, que acusa o homem de 35 anos da morte brutal da empresária de 30, em janeiro, no Monte da Caparica, Almada.O homicídio à pancada, por ciúmes de uma nova relação da ví... < br />	correio_manha	11	2019-11-01 01:19:47	False	False	False	False	True	True	True	1	Portugal	Lezíria do Tejo	39.0523185	-8.87548580242358
14978	6066f3367542fb0dd7f9fb75	6066efdd602993808cbd530f	6064c2a2c6f11f34e1f3fdc9	IAH-20120905040934-00142-p12.arquivo.pt	f3b165999fad95152d58f985eaf7b408	https://arquivo.pt/noFrame/replay/20120905041603/http://www.publico.pt/Local/homem-mata-exmulher-a-tiro-em-plena-rua-de-lagos_1561359		Homem mata ex-mulher a tiro em plena rua de Lagos	['Miguel Esteves Cardoso']	Segundo a mesma fonte, a polícia suspeita que na origem do homicídio estejam motivos passionais, sendo que o homem, de cerca de 60 anos, estaria separado da vítima, de cerca de 50.    A mulher era professora numa escola em Lagos, tal como o ex-marido e alegado homicida, embora este já estivesse reformado.    O crime ocorreu numa zona ajardinada próxima do Hospital de São Gonçalo de Lagos, acrescentou a fonte.    No local estiveram os bombeiros locais, a PSP, a PJ e o INEM.      	publico	11	2012-09-05 04:16:03	False	False	False	False	True	True	True	1	Nigeria	Lagos	6.4550575	3.3941795
11451	6066f3367542fb0dd7f9e26b	6066efdd602993808cbd3a05	6064d265c6f11f34e1f40c93	IAH-20160223011824-97597-p81.arquivo.pt	b2f81dd4d5b4a3b3a0bffe023949dff4	https://arquivo.pt/noFrame/replay/20160223020846/http://www.sol.pt/noticia/111196		Homem mata ex-mulher e coloca-lhe uma máscara de porco	[]	Internacional  Um homem norte-americano foi esta quarta-feira considerado culpado de ter assassinado a sua ex-mulher com 84 facadas. O arguido terá coberto posteriormente a cara da vítima com uma máscara de porco, avança a Associated Press (AP).  O crime terá ocorrido em Junho de 2010, na residência do casal, em Denville, EUA. Anthony e Judith tinham acabado de oficializar o divórcio e a mulher, professor de Inglês no liceu, estava a arrumar as suas malas quando foi atacada. O corpo da vítima foi encontrado pela filha do casal, uma jovem adulta, quando esta chegou a casa para ajudar a mãe a levar as coisas para o apartamento que tinha alugado.  Novellino foi capturado em Washington, onde conheceu pessoalmente uma mulher com quem mantinha contacto virtual.  O advogado de Defesa afirma que Anthony agiu “de cabeça quente” e tentou, sem sucesso, excluir a máscara de porco da lista de provas apresentadas em tribunal.  Anthony Novellino, de 66 anos, enfrenta agora uma pena que pode ir até aos 30 anos de prisão. A sentença deverá ser decretada a 12 de Setembro.	sol2	11	2016-02-23 02:08:46	False	False	False	False	True	True	True	1	United States	District of Columbia	38.8949924	-77.0365581
14837	6066f3367542fb0dd7f9fa56	6066efdd602993808cbd51f0	60651eb1c6f11f34e1f448c7	IAH-20121027033857-00120-p12.arquivo.pt	6d8f36c650e88fd75019c46368706866	https://arquivo.pt/noFrame/replay/20121027041402/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=51683		Homem mata ex-mulher e fere familiares à facada	[]	Um homem de 30 anos terá matado a ex-mulher e agredido familiares à facada no concelho do Cadaval, alegadamente por motivos passionais, tendo sido encontrado mais tarde enforcado, disse hoje fonte policial.  Fonte policial afirmou à agência Lusa que o alegado homicida se deslocou à residência da ex-mulher, de 24 anos, matando-a à facada.  Na residência, localizada na aldeia de Vale da Palha, freguesia de Pêro Moniz, estavam também os pais da mulher, de 54 e 57 anos, que foram também agredidos.  O homem terá agido por questões passionais, tendo em conta que a ex-companheira teria um novo relacionamento e se encontrava grávida de sete meses.  Alertadas as autoridades, os pais da vítima foram encontrados «em estado grave» com vários ferimentos da arma branca e transportados para a urgência do Centro Hospitalar de Torres Vedras pelos bombeiros do Cadaval, disse à Lusa o comandante da corporação, Luís Gaspar.  No local estiveram também a assisti-los as viaturas médicas de emergência e reanimação de Caldas da Rainha e de Torres Vedras.  O alegado homicídio aconteceu pelas 23h00 de domingo. Já de madrugada, as autoridades policiais encontraram o agressor, enforcado e já cadáver nas imediações.  O caso está a ser investigado pela Polícia Judiciária.  Lusa/SOL	sol	9	2012-10-27 04:14:02	False	False	False	False	True	True	True	1	Portugal	West	39.11014835	-9.276731117530929
13820	6066f3367542fb0dd7f9f372	6066efdd602993808cbd4b0c	6064c9abc6f11f34e1f40134	IAH-20131114013257-41241-p13.arquivo.pt	c2702bb6f7db7109b1a567848ca590ce	https://arquivo.pt/noFrame/replay/20131114015742/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=1434467&seccao=Centro&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+DN-Portugal+%28DN+-+Portugal%29		Homem mata ex-mulher e um militar da GNR a tiro	[]	Querida mãe, gosto muito de ti, lê-se no desenho pendurado na parede. A casa esconde a violência extrema de uma mãe que tudo fez para salvar os filhos, um rapaz de 13 e uma menina de seis, a autora daquelas pinceladas coloridas feitas no infantário. Há muito tempo que Maria Manuela Rama Costa, de 35 anos, temia pela sua vida. Silêncio de dor que alguns familiares conheciam. Porém, todos temiam represálias de Mário Joaquim, o ex-marido de quem estava separada há mais de um ano.  Manuela, vítima de maus tratos, foi ontem de manhã, pela primeira vez , queixar-se à GNR de Montemor-o-Velho. Tinha passado uma noite de terror na casa dos pais (já falecidos), onde agora morava, em Porto Luzio (Carapinheira/Montemor-o-Velho). Foi morta, a tiro, à porta do posto da GNR, com disparos de caçadeira que o ex-marido usara minutos antes para ameaçar os bombeiros que a socorriam.O homem de quem tinha dois filhos matou ainda um guarda da GNR, com um revólver, e feriu outro dentro do posto, depois de ser preso.  Mário, de 41 anos, conhecido por ser amante de cavalos e touros, tinha, aliás, mais armas em casa, situada não muito longe do café/bar, na localidade de Carapinheira, que ele geria. Manuela, mesmo depois da separação, ia a esse bar fazer limpeza. Por medo, diz quem a conhecia.  Ontem, eram 07.56 quando chegou o pedido de ajuda aos Voluntários de Montemor-o-Velho. A noite tinha sido dramática. O filho de 13 anos, em pânico, tinha fugido para o local onde costumava passear a cavalo com o pai. A ma~e achou que devia queixar-se à GNR e os militares entenderam que Manuela devia ser sujeita a perícia forense no hospital.  No hall de entrada da GNR, por debaixo de um relógio de ponteiros imóveis, um cartaz incita à denúncia de violência doméstica. Manuela decidira finalmente fazê-lo. Foi ali que a sua vida parou.	diario_noticias	11	2013-11-14 01:57:42	False	True	False	False	True	True	True	1	Portugal	Baixo Mondego	40.1726104	-8.6844483
15150	6066f3367542fb0dd7f9fcc0	6066efdd602993808cbd545a	6064c938c6f11f34e1f40114	IAH-20120716034112-00133-p12.arquivo.pt	72a23b104aba01d8217eb8a2dfe7dce3	https://arquivo.pt/noFrame/replay/20120716040308/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=2603029		Homem mata ex-mulher grávida de sete meses	[]	"Fonte policial afirmou à agência Lusa que o alegado homicida se deslocou à residência da ex-mulher, de 24 anos, matando-a à facada.  Na residência, localizada na aldeia de Vale da Palha, freguesia de Pêro Moniz, estavam também os pais da mulher, de 54 e 57 anos, que foram também agredidos.  O homem terá agido por questões passionais, tendo em conta que a ex-companheira teria um novo relacionamento e se encontrava grávida de sete meses.  Alertadas as autoridades, os pais da vítima foram encontrados ""em estado grave"" com vários ferimentos da arma branca e transportados para a urgência do Centro Hospitalar de Torres Vedras pelos bombeiros do Cadaval, disse à Lusa o comandante da corporação, Luís Gaspar.  No local estiveram também a assisti-los as viaturas médicas de emergência e reanimação de Caldas da Rainha e de Torres Vedras."	diario_noticias	8	2012-07-16 04:03:08	False	False	False	False	True	True	True	1	Portugal	West	39.11014835	-9.276731117530929
8848	6066f3367542fb0dd7f9ceca	6066efdd602993808cbd2664	6064c329c6f11f34e1f3feaf	IAH-20170507222941-00445-p84.arquivo.pt	e8812bce8d301d572a501c888c7247a0	https://arquivo.pt/noFrame/replay/20170507224208/https://www.publico.pt/2017/05/06/sociedade/noticia/homem-mata-exmulher-num-jardim-em-alcacovas-evora-1771228	2017-05-06 00:00:00	Homem mata ex-mulher num jardim em Alcáçovas, Évora	[]	Um homem, de 54 anos, matou neste sábado a ex-mulher, de 51 anos, com recurso a uma arma branca, num jardim em Alcáçovas, no concelho de Viana do Alentejo (Évora), disse à agência Lusa fonte da GNR.  PUB  Fonte do Comando Distrital de Operações de Socorro (CDOS) de Évora indicou, por sua vez à Lusa, que o alerta foi dado às autoridades pelas 14h23.  O suspeito já foi detido pela GNR e vai ser presente na segunda-feira ao tribunal de Évora para primeiro interrogatório judicial e aplicação de eventuais medidas de coacção.  PUB  Foram mobilizados para o local, de acordo com o CDOS, operacionais e veículos dos Bombeiros Voluntários de Viana do Alentejo, uma viatura médica de emergência e reanimação (VMER) e elementos da GNR.  Este caso está a ser investigado pela Polícia Judiciária (PJ).  PUB  PUB	publico	9	2017-05-07 22:42:08	False	False	False	False	True	True	True	1	Portugal	Alentejo Central	38.492575916666674	-7.941275180846772
12227	6066f3367542fb0dd7f9e72c	6066efdd602993808cbd3ec6	6065fc1ec6f11f34e1f4d280	IAH-20151010222706-00860-p82.arquivo.pt	5824cf8b0ea55a04eba377b368c3a6b4	https://arquivo.pt/noFrame/replay/20151011124924/http://www.publico.pt/local/noticia/homem-mata-irma-e-esfaqueia-mae-em-montalegre-1627565		Homem mata irmã e esfaqueia mãe em Montalegre	[]	Um homem de 65 anos matou neste sábado a irmã e esfaqueou a mãe, na aldeia de Meixedo, em Montalegre, e pôs-se em fuga, estando a ser procurado pelas autoridades, avançou à Lusa fonte da GNR.  Segundo a mesma fonte, o alegado homicida matou a irmã, com cerca de 60 anos, com três facadas, e esfaqueou a mãe, com cerca de 85 anos, que foi transportada para o hospital ainda com vida.  O crime aconteceu junto à casa da vítima mortal, que tinha ao seu cuidado a mãe, e do suspeito, já que eram vizinhos.  Apesar das manobras de reanimação, a irmã do presumível homicida, reformada, não resistiu aos ferimentos, tendo o óbito sido confirmado no local.  A mãe foi transportada pelo helicóptero do Instituto Nacional de Emergência Medica (INEM) para o Centro Hospitalar de Trás-os-Montes e Alto Douro (CHTMAD), em Vila Real, em estado grave.  As discussões entre os dois irmãos, acrescentou a fonte, motivadas por assuntos familiares, eram frequentes.  O alegado homicida pôs-se em fuga de carro, estando a ser procurado pelas autoridades policiais que, até ao momento, ainda não conseguiram pistas quanto ao seu paradeiro.  A investigação está a cargo da Polícia Judiciária (PJ) de Vila Real.	publico	8	2015-10-11 12:49:24	False	False	False	False	True	True	True	1	Spain	Valencian Community	39.9372616	-0.1004465
2999	6066f3367542fb0dd7f9a8a0	6066efdd602993808cbd003a	6064d1a9c6f11f34e1f40afa	IAH-20190626035532364-p84.arquivo.pt	a0c0df911d1aac048164c69da20f1d2d	https://arquivo.pt/noFrame/replay/20190626035638/https://sol.sapo.pt/artigo/662289/homem-mata-mae-a-facada-e-entrega-se-a-policia-na-povoa-de-varzim		Homem mata mãe à facada e entrega-se à polícia na Póvoa de Varzim	['Jornal Sol']	Filho foi levado para o hospital devido a estado emocional alterado  Um homem, de 44 anos, esfaqueou mortalmente a mãe, em Vila do Conde, com uma faca de cozinha, após uma discussão.  O crime foi comunicado às autoridades pelo próprio autor, que se entregou na esquadra da PSP da Póvoa de Varzim. Foi depois transportado para o Hospital de São João, por estar num estado emocional alterado e por apresentar um discurso incoerente.  Os agentes da PSP foram até à casa indicada pelo homem, no Bairro da Rua Alberto, situado na zona de Caxinas, e encontraram uma mulher de 78 anos em paragem cardiorrespiratória. O óbito acabou por ser declarado no local pelo INEM.  O caso está agora sob alçada da Polícia Judiciária.	sol	14	2019-06-26 03:56:38	False	False	False	False	True	True	True	1	Portugal	Área Metropolitana do Porto	41.39823316666667	-8.74833282259216
